person_id,age,years_working,education,annual_income,parental_wealth_bracket,inheritance_received,homeowner,region_cost_of_living,dependents,health_shock,savings_rate,invests_in_markets,portfolio_equity_pct,diversification_score,financial_literacy,budgeting_consistency,impulse_spending,plans_ahead,carries_high_interest_debt,retirement_account,started_investing_age,years_investing,net_worth,financially_independent
PSN031914,30,1,high_school,83000.0,bottom,0.0,0,low,0,0,0.303,1,84,8.2,7.6,3.2,0.2,5.3,0,0,22,8,19900.0,0
PSN031915,61,38,high_school,43600.0,lower_mid,79700.0,1,low,1,0,0.165,0,14,4.7,2.8,4.9,3.4,10.0,0,0,35,26,663800.0,0
PSN031916,45,22,some_college,55700.0,lower_mid,0.0,1,low,0,0,0.151,1,19,7.5,3.9,6.1,0.1,5.3,0,0,34,11,156400.0,0
PSN031917,32,11,high_school,29500.0,upper_mid,253300.0,1,low,1,0,0.082,0,5,5.9,4.1,3.5,0.3,7.4,0,1,22,10,304300.0,0
PSN031918,47,25,some_college,121200.0,top,0.0,1,medium,1,0,0.205,1,50,6.2,4.0,5.1,2.6,8.9,1,1,28,19,789500.0,0
PSN031919,48,25,high_school,88400.0,middle,0.0,1,medium,0,0,0.077,1,52,7.4,10.0,2.3,1.7,10.0,0,1,38,10,199100.0,0
PSN031920,51,25,some_college,97600.0,middle,320400.0,1,medium,1,0,0.37,1,37,4.7,4.4,4.3,2.6,4.5,0,1,31,20,2149000.0,1
PSN031921,44,18,bachelors,82800.0,lower_mid,0.0,0,high,3,0,0.263,1,39,5.0,10.0,1.1,6.0,10.0,0,1,18,26,254900.0,0
PSN031922,35,8,some_college,106100.0,middle,340300.0,1,medium,0,1,0.6,1,47,4.1,4.6,1.9,4.9,5.1,1,0,39,0,775400.0,0
PSN031923,59,37,some_college,92000.0,middle,0.0,0,low,1,0,0.343,1,95,4.7,7.2,2.2,0.4,4.6,0,1,28,31,2317500.0,1
PSN031924,52,30,bachelors,40900.0,upper_mid,944100.0,1,high,0,0,0.532,0,5,8.8,5.4,8.8,2.8,10.0,1,1,33,19,2012200.0,1
PSN031925,56,33,some_college,70000.0,lower_mid,0.0,1,medium,1,1,0.069,0,5,8.4,8.0,8.4,0.4,6.3,0,1,25,31,272300.0,0
PSN031926,51,28,graduate,215000.0,middle,80200.0,1,low,3,1,0.153,1,53,6.5,6.1,3.1,4.2,6.9,1,1,18,33,4193800.0,0
PSN031927,41,19,bachelors,61200.0,bottom,0.0,0,low,1,0,0.235,0,10,3.6,5.2,1.9,1.3,7.8,1,1,21,20,21400.0,0
PSN031928,35,7,bachelors,143500.0,lower_mid,0.0,0,high,1,0,0.087,1,52,8.8,6.4,9.2,2.3,6.8,1,1,22,13,40100.0,0
PSN031929,35,11,some_college,44300.0,lower_mid,0.0,0,low,2,1,0.267,0,0,2.4,5.6,0.0,2.7,9.4,1,0,43,0,-86200.0,0
PSN031930,51,28,bachelors,131200.0,lower_mid,0.0,1,low,1,0,0.096,1,67,4.0,5.9,4.1,3.3,6.2,0,1,44,7,488100.0,0
PSN031931,36,11,high_school,52700.0,upper_mid,0.0,0,medium,0,0,0.338,0,0,7.6,4.8,3.2,0.3,6.7,0,0,30,6,49800.0,0
PSN031932,58,37,high_school,57100.0,upper_mid,0.0,0,medium,1,0,0.154,1,100,6.9,5.3,2.6,0.0,5.2,0,0,29,29,319500.0,0
PSN031933,42,23,bachelors,81200.0,middle,0.0,1,high,1,1,0.261,0,16,5.7,7.4,1.4,4.5,6.8,1,0,31,11,118800.0,0
PSN031934,55,37,graduate,100300.0,middle,27800.0,1,low,0,0,0.233,0,12,5.0,6.0,4.6,6.4,7.5,0,0,23,32,1004700.0,0
PSN031935,51,28,high_school,91500.0,upper_mid,526800.0,1,medium,0,0,0.167,1,78,7.4,6.8,3.7,3.3,8.4,0,0,22,29,3330300.0,1
PSN031936,45,21,graduate,95600.0,lower_mid,0.0,1,low,2,0,0.26,0,6,6.3,4.5,4.0,1.8,6.6,1,1,27,18,396400.0,0
PSN031937,41,14,graduate,108600.0,middle,0.0,1,low,0,0,0.493,0,6,5.5,6.4,8.6,3.2,7.1,0,0,32,9,403600.0,0
PSN031938,67,42,bachelors,47700.0,bottom,0.0,1,medium,1,1,0.498,1,71,10.0,6.6,2.0,0.0,10.0,0,1,24,43,4744400.0,1
PSN031939,22,0,graduate,96900.0,middle,0.0,1,medium,1,0,0.139,1,71,3.6,4.8,3.1,4.5,5.2,1,1,31,0,168900.0,0
PSN031940,54,28,bachelors,30300.0,lower_mid,0.0,1,low,0,0,0.23,0,22,10.0,6.7,5.1,0.7,10.0,0,1,27,27,475600.0,0
PSN031941,23,2,high_school,41000.0,bottom,0.0,1,high,3,1,0.099,0,12,2.9,4.1,4.0,3.4,6.0,0,0,30,0,362600.0,0
PSN031942,45,26,bachelors,129800.0,middle,0.0,0,low,1,0,0.009,1,85,2.6,6.2,3.8,7.6,6.2,0,1,35,10,-1600.0,0
PSN031943,29,7,high_school,42500.0,upper_mid,238900.0,0,low,0,0,0.202,0,15,4.7,6.2,6.8,0.1,7.7,0,1,20,9,214500.0,0
PSN031944,58,35,some_college,126100.0,bottom,0.0,0,medium,1,1,0.344,1,42,7.5,8.6,3.9,5.0,6.0,1,1,39,19,613500.0,0
PSN031945,42,13,high_school,52400.0,lower_mid,0.0,0,low,0,0,0.2,1,45,5.0,2.9,6.7,5.7,5.5,0,1,18,24,38900.0,0
PSN031946,53,31,bachelors,53400.0,bottom,22800.0,1,medium,1,0,0.102,1,67,7.3,3.2,3.8,2.1,6.6,0,0,39,14,316600.0,0
PSN031947,57,36,high_school,36500.0,lower_mid,0.0,1,high,1,0,0.338,0,10,2.7,2.4,2.1,3.0,7.9,1,1,26,31,408900.0,0
PSN031948,44,20,some_college,126300.0,top,272900.0,1,low,0,0,0.143,0,8,3.6,3.4,6.7,3.4,8.6,0,0,29,15,560800.0,0
PSN031949,64,41,high_school,64500.0,bottom,100200.0,0,low,0,0,0.356,0,0,7.0,2.7,2.8,4.8,6.6,0,0,38,26,652500.0,0
PSN031950,59,38,bachelors,59900.0,middle,135000.0,1,low,3,0,0.204,0,10,3.4,4.7,4.4,2.8,9.3,0,1,30,29,782100.0,0
PSN031951,35,8,bachelors,80100.0,lower_mid,0.0,0,medium,2,0,0.4,1,73,4.3,7.6,6.3,0.0,9.7,1,1,18,17,442200.0,0
PSN031952,38,12,graduate,169000.0,middle,0.0,1,low,0,0,0.088,1,13,4.0,9.6,6.0,2.4,8.4,0,1,18,20,452100.0,0
PSN031953,37,16,some_college,35600.0,bottom,0.0,0,low,2,0,0.373,1,28,7.0,8.5,4.8,2.7,8.1,0,1,31,6,145500.0,0
PSN031954,53,29,graduate,113200.0,lower_mid,0.0,1,medium,1,0,0.207,1,43,5.4,6.8,5.1,1.9,6.2,0,1,38,15,1106900.0,0
PSN031955,31,8,bachelors,390900.0,middle,0.0,0,medium,2,0,0.083,0,0,1.0,7.9,6.8,1.9,5.8,0,1,21,10,2000.0,0
PSN031956,61,39,bachelors,119200.0,top,937600.0,1,medium,2,0,0.185,1,21,5.9,7.1,8.5,4.9,10.0,0,0,27,34,5903900.0,1
PSN031957,41,14,graduate,78500.0,bottom,0.0,0,low,1,0,0.179,1,39,5.8,8.4,1.6,1.8,10.0,0,1,34,7,136200.0,0
PSN031958,52,29,bachelors,67700.0,lower_mid,0.0,1,medium,0,0,0.339,1,70,6.4,7.8,2.6,5.2,10.0,0,1,27,25,1461200.0,1
PSN031959,54,35,bachelors,117100.0,bottom,0.0,1,low,1,0,0.306,0,6,4.9,5.2,6.5,2.4,7.4,0,1,31,23,251500.0,0
PSN031960,22,4,some_college,108600.0,lower_mid,0.0,0,medium,1,0,0.198,1,75,10.0,5.3,6.4,3.5,9.1,0,0,27,0,63100.0,0
PSN031961,54,30,high_school,97400.0,lower_mid,56000.0,0,low,1,1,0.256,1,72,5.7,3.1,8.4,6.1,2.9,1,0,29,25,859800.0,0
PSN031962,35,11,bachelors,52500.0,bottom,3900.0,1,medium,1,0,0.288,1,65,7.7,4.3,3.0,0.0,5.8,1,1,40,0,122700.0,0
PSN031963,60,39,high_school,45000.0,lower_mid,0.0,1,medium,0,0,0.294,0,0,9.1,5.4,4.8,1.8,6.2,0,1,30,30,355900.0,0
PSN031964,30,11,bachelors,96100.0,lower_mid,12400.0,1,medium,0,0,0.302,0,6,3.2,4.6,6.4,1.8,8.6,1,1,34,0,339100.0,0
PSN031965,22,0,some_college,51100.0,middle,0.0,1,low,3,0,0.224,1,43,7.1,6.8,4.2,3.3,5.2,0,1,27,0,121200.0,0
PSN031966,46,28,high_school,28900.0,lower_mid,0.0,1,medium,0,1,0.162,1,47,4.2,6.8,3.3,8.6,8.2,0,0,29,17,174800.0,0
PSN031967,38,17,some_college,39900.0,bottom,28300.0,0,medium,3,0,0.077,1,54,6.5,5.8,7.1,2.1,8.2,0,0,34,4,77300.0,0
PSN031968,50,28,bachelors,159000.0,top,215200.0,1,medium,1,1,0.293,1,78,4.0,6.4,2.6,4.7,4.1,0,1,39,11,2268600.0,0
PSN031969,51,30,some_college,59800.0,bottom,0.0,1,low,2,0,0.196,0,21,4.5,5.7,1.7,0.0,6.6,0,0,23,28,185600.0,0
PSN031970,48,23,some_college,56300.0,middle,0.0,0,high,0,0,0.173,1,33,8.8,7.9,4.2,2.8,9.9,0,1,20,28,132300.0,0
PSN031971,49,28,high_school,75800.0,lower_mid,0.0,1,low,4,0,0.111,0,14,5.7,3.6,7.6,4.6,7.7,0,1,41,8,305300.0,0
PSN031972,37,15,high_school,43300.0,bottom,30600.0,1,low,0,0,0.211,1,50,6.9,6.0,6.7,1.5,5.8,0,1,25,12,377200.0,0
PSN031973,39,15,bachelors,39000.0,upper_mid,64700.0,1,medium,1,0,0.169,0,13,7.5,9.2,3.3,0.0,7.7,0,1,43,0,214900.0,0
PSN031974,54,27,high_school,68700.0,middle,140300.0,0,medium,0,0,0.237,1,50,6.3,5.1,3.9,6.9,8.0,1,1,19,35,1712400.0,1
PSN031975,50,27,some_college,92600.0,middle,0.0,1,medium,1,0,0.167,0,6,7.7,4.5,0.8,3.3,8.7,1,0,32,18,67600.0,0
PSN031976,48,22,graduate,98500.0,upper_mid,0.0,1,high,1,0,0.279,1,54,10.0,7.2,6.7,2.9,7.0,1,1,22,26,506300.0,0
PSN031977,41,21,high_school,96300.0,middle,0.0,1,low,0,0,0.262,1,67,0.8,3.1,2.6,3.5,6.6,0,0,30,11,818600.0,0
PSN031978,52,25,bachelors,106900.0,lower_mid,0.0,1,high,0,0,0.082,1,93,9.9,5.5,4.0,5.3,7.2,1,1,37,15,287200.0,0
PSN031979,53,29,graduate,96800.0,lower_mid,0.0,1,low,1,1,0.08,1,53,6.6,6.9,5.8,4.2,8.3,0,1,30,23,353600.0,0
PSN031980,39,18,high_school,63900.0,middle,32200.0,0,medium,1,1,0.124,1,81,2.3,5.2,2.5,2.9,5.4,0,0,25,14,-60100.0,0
PSN031981,29,8,high_school,36300.0,middle,0.0,0,medium,1,1,0.203,1,73,4.8,6.6,4.5,0.7,1.6,0,0,23,6,-150000.0,0
PSN031982,58,33,some_college,46000.0,middle,21800.0,0,medium,1,0,0.185,1,65,4.6,5.7,5.5,5.8,7.0,1,1,38,20,244000.0,0
PSN031983,53,32,high_school,46700.0,bottom,0.0,0,low,0,0,0.082,0,9,3.3,4.4,3.9,3.2,6.0,1,1,25,28,-5900.0,0
PSN031984,70,47,high_school,93500.0,middle,142500.0,0,high,0,0,0.177,1,72,5.3,3.3,6.0,2.2,7.1,1,0,31,39,3748400.0,1
PSN031985,45,22,bachelors,107100.0,bottom,0.0,0,low,0,0,0.259,0,12,9.7,7.5,4.8,2.5,4.6,0,1,21,24,238700.0,0
PSN031986,51,28,bachelors,95100.0,middle,0.0,1,low,0,0,0.246,0,9,3.4,5.2,6.8,2.9,5.7,0,1,49,2,263900.0,0
PSN031987,33,11,high_school,73600.0,top,212100.0,1,low,0,0,0.084,1,75,7.2,5.3,5.6,4.3,5.2,0,0,26,7,464300.0,0
PSN031988,60,38,bachelors,128100.0,bottom,70000.0,0,medium,0,0,0.082,1,68,5.7,8.6,1.0,5.3,7.9,0,1,18,42,4656500.0,1
PSN031989,57,35,some_college,64600.0,lower_mid,0.0,1,low,2,0,0.306,0,7,1.9,6.2,4.5,3.2,10.0,0,1,28,29,790900.0,0
PSN031990,45,17,some_college,46900.0,lower_mid,94400.0,0,low,1,0,0.188,1,94,8.6,6.0,4.6,0.0,8.7,1,1,18,27,655700.0,0
PSN031991,38,18,bachelors,150500.0,top,183300.0,1,medium,2,0,0.102,1,40,8.1,10.0,1.9,0.2,9.3,0,1,18,20,1038800.0,0
PSN031992,46,23,graduate,53400.0,lower_mid,45800.0,1,low,1,1,0.217,0,9,4.6,4.1,5.2,2.5,5.6,1,1,28,18,-97900.0,0
PSN031993,77,51,graduate,94400.0,middle,0.0,1,high,0,0,0.237,1,70,3.5,7.0,3.9,1.2,10.0,0,0,21,55,8418000.0,1
PSN031994,41,18,bachelors,66600.0,lower_mid,0.0,0,medium,1,1,0.29,0,7,9.9,10.0,2.6,0.0,8.8,0,1,19,22,136600.0,0
PSN031995,54,29,high_school,66300.0,lower_mid,0.0,0,medium,1,0,0.301,0,6,1.9,1.3,2.9,0.1,8.5,0,1,31,23,151300.0,0
PSN031996,24,1,bachelors,71000.0,lower_mid,9100.0,0,medium,0,0,0.6,1,40,8.7,8.9,7.5,4.8,8.1,1,1,18,6,12100.0,0
PSN031997,35,10,some_college,91600.0,middle,0.0,0,medium,1,0,0.131,0,9,0.5,6.0,7.2,4.9,7.2,1,0,40,0,-39600.0,0
PSN031998,42,21,graduate,78600.0,middle,0.0,1,low,2,0,0.318,1,74,3.8,3.9,6.3,0.0,7.0,0,1,41,1,510600.0,0
PSN031999,72,52,some_college,98400.0,lower_mid,0.0,1,high,2,0,0.036,0,10,4.5,5.3,5.5,8.3,6.1,1,1,24,48,907400.0,0
PSN032000,30,10,some_college,51900.0,lower_mid,0.0,0,low,2,0,0.141,1,23,5.0,3.4,8.0,9.0,5.7,1,0,33,0,18300.0,0
PSN032001,48,22,bachelors,126400.0,lower_mid,0.0,1,low,2,0,0.492,1,21,5.3,5.6,8.0,2.9,6.1,0,1,19,29,1544500.0,0
PSN032002,48,28,graduate,123400.0,bottom,0.0,0,low,0,0,0.012,1,71,7.5,5.8,5.6,0.0,5.7,0,1,30,18,58700.0,0
PSN032003,25,0,high_school,57800.0,upper_mid,523000.0,0,low,1,0,0.258,1,28,5.4,6.1,7.0,6.1,7.1,0,0,18,7,673200.0,0
PSN032004,48,25,high_school,60600.0,bottom,0.0,0,low,4,0,0.257,1,68,7.1,6.8,6.7,0.0,7.3,0,1,27,21,458400.0,0
PSN032005,53,30,graduate,110800.0,lower_mid,0.0,1,medium,3,0,0.341,1,57,9.6,2.6,4.4,4.5,5.1,1,1,35,18,817900.0,0
PSN032006,22,4,high_school,50900.0,middle,4935800.0,1,high,0,0,0.23,0,6,4.9,2.0,1.6,4.5,6.4,0,0,37,0,2645400.0,1
PSN032007,55,29,high_school,98300.0,middle,0.0,1,medium,1,0,0.266,0,0,2.8,4.2,3.9,6.6,5.9,0,1,37,18,309400.0,0
PSN032008,33,10,some_college,52500.0,bottom,0.0,0,low,1,1,0.261,0,19,6.2,5.4,6.5,1.6,10.0,0,1,35,0,-53600.0,0
PSN032009,51,25,bachelors,145700.0,bottom,0.0,0,low,1,0,0.055,0,17,5.1,2.9,6.5,2.1,7.7,1,1,23,28,-17300.0,0
PSN032010,34,8,bachelors,68900.0,middle,0.0,1,high,0,1,0.155,1,30,8.6,8.4,4.8,4.2,7.9,0,1,25,9,-150000.0,0
PSN032011,27,6,some_college,45200.0,middle,43200.0,0,low,0,0,0.164,1,53,10.0,6.0,4.2,2.5,9.4,0,0,34,0,87400.0,0
PSN032012,22,0,some_college,126500.0,middle,0.0,1,medium,0,0,0.163,0,14,0.6,4.3,3.0,0.4,4.5,0,0,27,0,52200.0,0
PSN032013,22,0,high_school,73400.0,lower_mid,0.0,0,low,1,0,0.104,1,39,5.5,2.7,5.8,4.7,10.0,1,1,28,0,-14600.0,0
PSN032014,49,25,graduate,101200.0,lower_mid,0.0,1,low,1,0,0.122,1,62,3.5,8.4,3.9,8.8,10.0,1,1,32,17,442400.0,0
PSN032015,53,22,bachelors,68400.0,upper_mid,728800.0,0,high,1,0,0.244,1,64,4.5,3.6,3.8,2.2,5.8,1,1,27,26,3841500.0,1
PSN032016,38,10,bachelors,55000.0,bottom,0.0,0,medium,0,0,0.23,1,33,6.6,7.5,8.0,5.2,5.4,1,1,35,3,54200.0,0
PSN032017,37,10,bachelors,142800.0,top,1101200.0,1,low,2,0,0.4,1,26,9.3,5.2,6.6,1.2,6.7,0,1,19,18,2681600.0,1
PSN032018,49,26,some_college,70100.0,bottom,0.0,0,medium,3,0,0.268,0,19,4.7,6.8,4.1,1.4,7.3,0,1,21,28,148200.0,0
PSN032019,22,1,some_college,80600.0,middle,0.0,0,high,0,0,0.154,1,42,7.4,8.3,7.6,4.0,7.0,0,1,21,1,7900.0,0
PSN032020,53,29,high_school,24000.0,bottom,0.0,0,medium,1,0,0.064,0,18,5.2,1.9,6.2,4.6,1.1,0,0,31,22,26600.0,0
PSN032021,41,12,bachelors,87600.0,upper_mid,198900.0,1,medium,1,0,0.085,1,65,4.9,9.3,5.6,0.6,10.0,0,1,37,4,705900.0,0
PSN032022,41,21,bachelors,44200.0,middle,0.0,1,low,0,0,0.071,0,6,4.8,10.0,4.3,1.2,7.0,0,1,18,23,243000.0,0
PSN032023,48,22,high_school,47000.0,lower_mid,101700.0,0,medium,2,0,0.248,0,25,4.9,5.9,7.3,6.3,6.2,0,0,21,27,173600.0,0
PSN032024,40,17,bachelors,71500.0,lower_mid,0.0,0,medium,2,0,0.129,1,16,9.1,5.9,6.8,6.2,10.0,0,0,37,3,69000.0,0
PSN032025,51,31,graduate,74500.0,bottom,0.0,0,medium,0,0,0.186,0,14,7.2,4.9,4.2,6.7,6.6,0,0,18,33,145900.0,0
PSN032026,33,5,bachelors,154400.0,lower_mid,0.0,0,high,0,0,0.093,1,76,4.7,7.9,2.4,4.9,5.6,0,1,22,11,101900.0,0
PSN032027,47,29,high_school,52900.0,lower_mid,117700.0,0,low,3,0,0.6,1,54,10.0,5.8,5.8,2.9,7.0,1,0,23,24,4058600.0,1
PSN032028,30,4,some_college,145800.0,middle,0.0,0,medium,0,0,0.23,1,47,5.4,10.0,4.0,0.0,10.0,0,1,40,0,76900.0,0
PSN032029,35,10,high_school,66000.0,middle,0.0,1,medium,1,1,0.337,0,0,4.5,6.8,3.4,8.2,5.1,0,1,21,14,246200.0,0
PSN032030,32,11,high_school,50200.0,lower_mid,0.0,1,medium,6,0,0.282,0,5,6.2,6.6,6.9,8.7,7.8,0,0,27,5,137200.0,0
PSN032031,38,10,high_school,54400.0,lower_mid,0.0,1,high,1,0,0.316,1,100,3.0,2.9,6.2,7.4,7.6,0,0,29,9,193600.0,0
PSN032032,80,55,high_school,237600.0,top,0.0,1,medium,1,0,0.196,1,76,7.7,6.4,6.9,5.7,8.2,1,0,25,55,42128800.0,1
PSN032033,47,28,some_college,95500.0,top,0.0,1,low,1,0,0.107,1,43,2.4,5.6,5.7,0.0,4.8,0,1,49,0,610100.0,0
PSN032034,60,38,some_college,47400.0,middle,0.0,1,low,2,1,0.6,1,33,6.1,8.5,5.9,4.2,9.9,0,1,18,42,740900.0,1
PSN032035,63,42,some_college,135800.0,lower_mid,710800.0,1,medium,1,0,0.181,0,11,2.7,5.7,3.8,4.3,8.8,1,0,24,39,2842500.0,1
PSN032036,48,24,graduate,103300.0,lower_mid,0.0,1,medium,0,0,0.352,1,40,7.0,7.0,6.4,6.9,7.6,0,1,18,30,4438800.0,1
PSN032037,43,19,high_school,45300.0,bottom,0.0,0,medium,0,0,0.072,1,52,6.8,3.9,6.0,1.1,8.3,0,0,18,25,82800.0,0
PSN032038,37,16,high_school,68700.0,middle,0.0,1,medium,1,0,0.362,0,17,3.2,6.1,7.4,3.0,6.3,1,1,27,10,233100.0,0
PSN032039,33,10,high_school,75100.0,middle,26200.0,0,low,0,0,0.11,1,74,4.9,6.0,6.6,4.0,7.9,0,0,22,11,94500.0,0
PSN032040,54,34,high_school,69400.0,lower_mid,69200.0,1,medium,1,0,0.318,0,7,10.0,5.0,7.1,3.2,6.3,0,0,34,20,669400.0,0
PSN032041,22,0,high_school,19700.0,lower_mid,0.0,0,medium,2,0,0.181,0,11,8.6,1.8,5.3,7.0,3.5,1,0,33,0,-15900.0,0
PSN032042,45,23,bachelors,71300.0,bottom,386700.0,1,medium,2,0,0.009,1,100,7.5,5.5,5.5,0.0,7.6,0,1,33,12,1091400.0,0
PSN032043,35,9,some_college,97600.0,top,281800.0,0,low,0,0,0.12,1,81,5.1,3.1,5.0,4.5,5.3,0,1,36,0,497000.0,0
PSN032044,49,28,graduate,205200.0,lower_mid,0.0,1,medium,0,1,0.374,1,68,6.9,6.0,1.3,2.4,8.7,0,0,18,31,17538600.0,1
PSN032045,50,29,high_school,91200.0,middle,0.0,1,low,3,0,0.398,1,50,9.9,6.6,2.7,1.0,7.9,0,1,35,15,1546500.0,1
PSN032046,42,25,high_school,40500.0,lower_mid,0.0,0,high,1,0,0.04,0,0,7.7,4.9,5.0,0.1,5.3,0,1,38,4,12500.0,0
PSN032047,52,28,bachelors,267200.0,middle,479200.0,0,high,0,0,0.078,0,3,5.9,6.0,0.6,0.5,7.9,0,1,23,29,1300400.0,0
PSN032048,70,45,high_school,75200.0,middle,0.0,1,medium,0,1,0.197,1,88,9.2,4.0,3.6,0.0,7.9,0,0,20,50,1356000.0,0
PSN032049,33,11,bachelors,56900.0,middle,0.0,1,high,2,0,0.158,1,44,10.0,3.6,1.7,6.0,3.2,1,1,28,5,75600.0,0
PSN032050,66,45,bachelors,46800.0,middle,0.0,1,medium,0,0,0.377,1,65,5.9,5.1,0.3,1.7,6.0,1,1,19,47,1472700.0,1
PSN032051,46,25,graduate,83200.0,bottom,40500.0,1,low,0,0,0.095,0,2,8.1,7.9,8.1,5.0,7.9,1,1,34,12,115800.0,0
PSN032052,45,19,some_college,70800.0,bottom,0.0,1,medium,0,0,0.142,0,15,3.6,4.1,3.3,3.5,10.0,0,0,35,10,128000.0,0
PSN032053,40,16,high_school,126400.0,middle,0.0,1,high,1,0,0.224,1,63,10.0,6.2,7.3,2.8,10.0,0,1,18,22,1621200.0,0
PSN032054,29,3,high_school,69400.0,lower_mid,0.0,1,medium,0,0,0.0,1,54,9.1,7.2,5.8,2.1,10.0,0,1,19,10,49700.0,0
PSN032055,32,3,graduate,75600.0,bottom,0.0,0,low,2,1,0.149,1,55,3.8,2.1,3.6,5.3,2.8,1,1,39,0,-58700.0,0
PSN032056,22,0,high_school,55400.0,lower_mid,0.0,1,high,1,0,0.096,1,60,4.7,8.8,6.2,0.0,6.5,0,1,18,4,112600.0,0
PSN032057,25,5,high_school,18100.0,middle,0.0,1,low,0,0,0.053,0,19,9.2,5.8,1.2,0.4,5.7,0,1,32,0,60900.0,0
PSN032058,70,46,high_school,95500.0,bottom,0.0,0,low,1,0,0.262,1,23,7.2,2.8,0.7,8.9,10.0,1,1,31,39,3505600.0,1
PSN032059,39,18,high_school,63000.0,upper_mid,0.0,0,high,1,0,0.27,1,62,6.2,3.1,3.5,5.6,5.2,0,0,29,10,215100.0,0
PSN032060,26,4,bachelors,77800.0,lower_mid,0.0,0,low,2,1,0.6,0,12,3.8,5.6,7.5,2.6,7.3,1,1,22,4,-8500.0,0
PSN032061,38,18,bachelors,123600.0,lower_mid,0.0,0,low,3,0,0.34,0,13,5.0,10.0,7.1,1.3,8.1,0,1,18,20,120100.0,0
PSN032062,63,37,graduate,177600.0,middle,49000.0,1,medium,1,0,0.406,1,56,4.8,7.0,2.0,0.4,5.5,0,0,29,34,3727400.0,1
PSN032063,32,5,some_college,36400.0,middle,0.0,1,high,1,0,0.436,1,68,9.9,2.8,5.3,0.0,7.5,0,1,37,0,129800.0,0
PSN032064,69,43,some_college,93500.0,bottom,0.0,1,low,0,0,0.362,1,75,4.6,5.4,4.1,0.0,10.0,0,1,37,32,1727800.0,1
PSN032065,26,9,bachelors,131400.0,upper_mid,802300.0,1,medium,1,0,0.378,1,60,4.4,8.5,4.1,4.5,9.8,0,1,34,0,1436900.0,0
PSN032066,47,25,bachelors,234200.0,lower_mid,0.0,0,medium,0,0,0.315,1,34,7.1,6.6,4.5,1.3,9.6,1,1,30,17,2005100.0,0
PSN032067,47,24,high_school,32900.0,bottom,0.0,0,high,1,0,0.351,0,19,3.7,4.3,6.9,4.3,7.6,0,0,26,21,109700.0,0
PSN032068,69,44,some_college,92200.0,lower_mid,0.0,0,medium,2,0,0.342,1,75,10.0,5.5,8.9,0.0,1.5,0,0,39,30,5310600.0,1
PSN032069,40,18,graduate,206600.0,lower_mid,71600.0,0,low,0,0,0.371,1,26,10.0,7.2,9.5,2.3,5.0,0,1,25,15,1483600.0,0
PSN032070,45,19,graduate,91900.0,bottom,0.0,0,high,3,0,0.264,1,53,10.0,4.2,3.6,5.6,3.1,1,0,24,21,1737600.0,1
PSN032071,28,5,bachelors,139600.0,upper_mid,0.0,1,medium,0,0,0.403,0,2,4.2,8.0,5.6,6.0,9.0,0,1,43,0,196700.0,0
PSN032072,42,19,high_school,155800.0,middle,0.0,0,low,1,0,0.046,1,57,9.0,4.0,8.9,6.1,8.8,0,0,32,10,47900.0,0
PSN032073,66,40,some_college,84900.0,bottom,0.0,1,low,1,1,0.131,0,0,9.1,6.5,5.8,6.2,5.3,0,1,44,22,601600.0,0
PSN032074,63,42,some_college,87700.0,lower_mid,0.0,0,low,2,0,0.223,0,11,7.9,5.4,3.9,8.2,9.1,0,1,22,41,48600.0,0
PSN032075,33,7,some_college,98800.0,lower_mid,0.0,1,medium,0,0,0.114,1,14,7.7,7.2,4.1,1.5,9.2,0,1,24,9,194600.0,0
PSN032076,33,14,bachelors,38700.0,bottom,0.0,1,high,3,0,0.288,1,59,6.5,5.4,3.4,4.4,7.0,0,1,23,10,186800.0,0
PSN032077,25,3,some_college,62100.0,bottom,0.0,0,high,1,0,0.417,0,21,3.9,9.1,5.1,2.0,6.8,1,1,18,7,-7300.0,0
PSN032078,32,10,graduate,263000.0,lower_mid,0.0,1,high,0,0,0.09,1,44,10.0,7.6,9.1,2.6,10.0,1,1,20,12,198600.0,0
PSN032079,45,17,bachelors,126200.0,top,0.0,1,high,2,0,0.6,1,46,7.0,3.9,5.9,9.9,6.2,1,1,24,21,1302600.0,1
PSN032080,57,30,bachelors,74000.0,bottom,0.0,1,low,3,0,0.481,1,79,5.4,6.4,6.6,1.5,9.4,0,1,25,32,2796200.0,1
PSN032081,32,9,high_school,104500.0,top,0.0,1,high,1,1,0.389,1,43,3.5,5.3,8.4,3.7,6.6,1,1,32,0,131400.0,0
PSN032082,74,50,graduate,49900.0,upper_mid,307400.0,1,low,0,0,0.305,1,58,9.6,3.3,8.7,2.9,4.5,1,1,31,43,17193800.0,1
PSN032083,43,29,graduate,137200.0,bottom,0.0,1,low,0,0,0.22,1,48,5.3,10.0,1.0,1.5,7.7,0,1,30,13,965800.0,0
PSN032084,42,20,bachelors,45100.0,upper_mid,0.0,1,medium,0,0,0.6,0,13,5.1,7.7,6.4,2.9,7.1,1,1,29,13,270400.0,0
PSN032085,55,27,bachelors,82500.0,bottom,0.0,1,low,0,0,0.1,1,57,8.8,8.3,2.4,2.5,10.0,0,1,18,37,2782700.0,1
PSN032086,24,0,some_college,105200.0,upper_mid,81900.0,1,medium,2,0,0.245,0,4,8.7,7.9,6.1,1.7,8.9,0,1,25,0,150800.0,0
