coin,hour_ts,ts,mid,mark,oracle,premium,funding,oi,day_vlm,bid,ask,bid_depth,ask_depth,net_szi,net_signed_notional,gross_notional,mean_leverage,n_long,n_short,binance_funding,binance_perp,binance_spot,bybit_funding,bybit_perp,n_posts,mean_sentiment,pos_frac,neg_frac,usdt_mcap,usdc_mcap,trend_bitcoin,trend_bitcoin_price,trend_buy_bitcoin,trend_coinbase,trend_crypto_crash,trend_cryptocurrency,trend_dollar,trend_ethereum,trend_how_to_buy_crypto,trend_oil,trend_recession,trend_sell_bitcoin,trend_weather,value,classification,gold_paxg,funding_div_binance,funding_div_bybit,basis_binance,collector_up,hour_of_day,day_of_week,is_weekend,session,ret,resid_ret,ret_xrank
ETH,1786647600,1786651140.0,1886.05,1886.2,1887.1,-0.0005299136,1.06128e-05,876309.9988000003,748171129.8903799,1886.0,1886.1,2896921.16006,1497910.53487,-142818.6622,-269393976.72973603,277755776.771444,17.2,3.0,12.0,5.923e-05,1886.62,1887.41,4.152e-05,1886.62,9.0,0.2479555555555556,0.6666666666666666,0.2222222222222222,183016228206.96475,72018588892.5412,52.0,74.0,50.0,56.0,50.0,58.0,66.0,55.0,7.0,94.0,64.0,25.0,56.0,29,Fear,4349.48,-4.86172e-05,-3.09072e-05,-1.3600000000001273,True,19,3,0,us,0.0012209688122095663,,0.75
ETH,1786651200,1786654740.0,1885.25,1885.5,1886.55,-0.0006625851,9.3005e-06,877253.4212000008,747315621.6300089,1885.2,1885.3,4923313.70865,556254.49082,-142672.4453,-268923292.14597,277472015.58273,17.2,3.0,12.0,5.923e-05,1885.27,1886.43,4.152e-05,1885.45,14.0,0.06729285714285714,0.2857142857142857,0.21428571428571427,183016228206.96475,72018588892.5412,54.0,77.0,39.0,61.0,37.0,45.0,70.0,59.0,13.0,97.0,57.0,17.0,54.0,29,Fear,4350.63,-4.99295e-05,-3.2219500000000006e-05,-1.1800000000000637,True,20,3,0,us,-0.0004241669096789469,,0.25
ETH,1786654800,1786656540.0,1886.85,1886.84,1887.64,-0.0003920239,1.0579e-05,877832.2632000002,736035789.3168591,1886.8,1886.9,1227475.6502,2661023.72686,-142672.2697,-269258614.55910003,277858516.41994,17.2,3.0,12.0,5.923e-05,1887.87,1888.76,4.152e-05,1887.96,21.0,-0.19496666666666665,0.2857142857142857,0.42857142857142855,183016228206.96475,72018588892.5412,54.0,84.0,41.0,59.0,34.0,54.0,79.0,59.0,14.0,93.0,58.0,34.0,53.0,29,Fear,4353.09,-4.8651e-05,-3.0941e-05,-1.9100000000000819,True,21,3,0,us,0.0008486938071872174,,1.0
ETH,1786658400,,,,,,,,,,,,,,,,,,,5.923e-05,1888.44,1889.4,4.152e-05,1888.63,0.0,,,,183016228206.96475,72018588892.5412,53.0,81.0,39.0,69.0,31.0,57.0,81.0,65.0,15.0,98.0,71.0,41.0,51.0,29,Fear,4353.5,,,,False,22,3,0,us,,,
ETH,1786662000,,,,,,,,,,,,,,,,,,,5.923e-05,1885.39,1886.15,4.152e-05,1885.52,0.0,,,,183016228206.96475,72018588892.5412,53.0,78.0,50.0,62.0,53.0,63.0,78.0,64.0,19.0,94.0,79.0,33.0,49.0,29,Fear,4356.83,,,,False,23,3,0,us,,,
ETH,1786665600,,,,,,,,,,,,,,,,,,,2.697e-05,1888.73,1889.4,5.399e-05,1888.67,0.0,,,,183028276596.99738,71948109765.81747,53.0,77.0,50.0,62.0,36.0,65.0,90.0,67.0,13.0,93.0,76.0,47.0,73.0,29,Fear,4343.87,,,,False,0,4,0,asia,,,
ETH,1786669200,,,,,,,,,,,,,,,,,,,2.697e-05,1888.59,1889.41,5.399e-05,1888.8,0.0,,,,183028276596.99738,71948109765.81747,49.0,74.0,56.0,60.0,55.0,69.0,90.0,60.0,16.0,93.0,79.0,25.0,100.0,29,Fear,4323.13,,,,False,1,4,0,asia,,,
ETH,1786672800,,,,,,,,,,,,,,,,,,,2.697e-05,1885.75,1886.62,5.399e-05,1885.9,0.0,,,,183028276596.99738,71948109765.81747,51.0,73.0,60.0,61.0,48.0,77.0,81.0,59.0,19.0,93.0,84.0,76.0,99.0,29,Fear,4320.79,,,,False,2,4,0,asia,,,
ETH,1786676400,,,,,,,,,,,,,,,,,,,2.697e-05,1882.25,1883.0,5.399e-05,1882.17,0.0,,,,183028276596.99738,71948109765.81747,51.0,74.0,67.0,55.0,52.0,99.0,70.0,59.0,14.0,82.0,93.0,73.0,85.0,29,Fear,4329.5,,,,False,3,4,0,asia,,,
ETH,1786680000,,,,,,,,,,,,,,,,,,,2.697e-05,1883.91,1884.77,5.399e-05,1884.02,0.0,,,,183028276596.99738,71948109765.81747,55.0,74.0,61.0,58.0,42.0,92.0,66.0,70.0,18.0,84.0,87.0,25.0,73.0,29,Fear,4332.01,,,,False,4,4,0,asia,,,
ETH,1786683600,,,,,,,,,,,,,,,,,,,2.697e-05,1883.08,1884.07,5.399e-05,1883.06,0.0,,,,183028276596.99738,71948109765.81747,57.0,70.0,88.0,53.0,55.0,86.0,59.0,75.0,19.0,76.0,89.0,45.0,62.0,29,Fear,4338.56,,,,False,5,4,0,asia,,,
ETH,1786687200,,,,,,,,,,,,,,,,,,,2.697e-05,1871.76,1872.85,5.399e-05,1871.81,0.0,,,,183028276596.99738,71948109765.81747,56.0,67.0,100.0,45.0,52.0,100.0,55.0,77.0,20.0,73.0,100.0,62.0,58.0,29,Fear,4341.58,,,,False,6,4,0,asia,,,
ETH,1786690800,,,,,,,,,,,,,,,,,,,2.697e-05,1872.34,1873.4,5.399e-05,1872.34,0.0,,,,183028276596.99738,71948109765.81747,53.0,59.0,88.0,39.0,33.0,91.0,54.0,67.0,12.0,72.0,98.0,41.0,56.0,29,Fear,4350.46,,,,False,7,4,0,asia,,,
ETH,1786694400,1786697880.0,1875.15,1875.2,1876.0,-0.0003091684,7.278e-06,872669.9167999999,707107530.8629001,1875.1,1875.2,6281963.15023,537390.8189899999,-145478.4759,-272763622.67334,281680236.08484,17.2,3.0,12.0,-6.75e-06,1877.76,1878.71,9.32e-06,1877.91,10.0,0.16402999999999998,0.3,0.0,183028276596.99738,71948109765.81747,50.0,59.0,45.0,34.0,0.0,41.0,51.0,61.0,14.0,66.0,44.0,34.0,53.0,29,Fear,4352.28,1.4027999999999999e-05,-2.042000000000001e-06,-3.5599999999999454,True,8,4,0,europe,,,
ETH,1786698000,1786701540.0,1872.85,1872.9,1873.61,-0.0003789476,1.25e-05,882690.3584000004,708870311.5054398,1872.8,1872.9,2764679.52679,1688217.98547,-148884.8421,-278895706.56283,286234503.13953,17.2,3.0,12.0,-6.75e-06,1872.3,1873.22,9.32e-06,1872.3,7.0,0.06495714285714285,0.14285714285714285,0.14285714285714285,183028276596.99738,71948109765.81747,52.0,60.0,40.0,45.0,35.0,58.0,52.0,70.0,10.0,62.0,50.0,21.0,53.0,29,Fear,4361.44,1.925e-05,3.18e-06,-0.37000000000011823,True,9,4,0,europe,-0.0012265685411834149,,1.0
ETH,1786701600,1786705080.0,1875.75,1875.77,1876.42,-0.0003090992,1.25e-05,898487.8512000003,686875448.0903703,1875.7,1875.8,4690502.34877,854323.31605,-152033.6809,-285142845.90531003,292244482.17011,17.2,3.0,12.0,-6.75e-06,1875.2,1876.19,9.32e-06,1875.12,11.0,0.21953636363636367,0.45454545454545453,0.18181818181818182,183028276596.99738,71948109765.81747,50.0,61.0,30.0,40.0,40.0,35.0,50.0,51.0,7.0,66.0,36.0,27.0,56.0,29,Fear,4351.75,1.925e-05,3.18e-06,-0.44000000000005457,True,10,4,0,europe,0.001548442213738399,,0.75
ETH,1786705200,1786708740.0,1877.45,1877.3,1878.1,-0.0003194718,1.25e-05,897649.9746,648741773.853989,1877.4,1877.5,1269041.88858,2584913.12668,-152320.5018,-286308149.56821,293682439.47923,17.2,3.0,12.0,-6.75e-06,1877.33,1878.2,9.32e-06,1877.26,12.0,-0.01035833333333334,0.08333333333333333,0.25,183028276596.99738,71948109765.81747,45.0,67.0,33.0,36.0,0.0,30.0,59.0,49.0,4.0,67.0,41.0,17.0,61.0,29,Fear,4369.61,1.925e-05,3.18e-06,-0.75,True,11,4,0,europe,0.0009063041450085851,,1.0
ETH,1786708800,1786712340.0,1872.35,1872.4,1873.23,-0.0004430849,1.25e-05,889166.1468000008,650204627.4097193,1872.3,1872.4,567023.79956,4042556.5579299997,-151572.4853,-284059728.24186003,292124034.12766,17.2,3.0,12.0,-6.75e-06,1872.53,1873.51,9.32e-06,1872.46,30.0,-0.004659999999999996,0.2,0.23333333333333334,183028276596.99738,71948109765.81747,48.0,67.0,21.0,38.0,34.0,28.0,68.0,47.0,8.0,76.0,37.0,25.0,58.0,29,Fear,4372.96,1.925e-05,3.18e-06,-1.1600000000000819,True,12,4,0,europe,-0.0027164505046739507,,0.25
ETH,1786712400,1786715940.0,1867.35,1867.3,1868.11,-0.0003800633,1.19242e-05,889573.3036000011,598221607.4918209,1867.3,1867.4,834681.8614,2826355.19318,-151398.8325,-282787916.87235,291223558.55917,17.2,3.0,12.0,-6.75e-06,1869.07,1869.97,9.32e-06,1869.29,0.0,,,,183028276596.99738,71948109765.81747,53.0,77.0,28.0,47.0,19.0,31.0,64.0,53.0,9.0,79.0,42.0,27.0,56.0,29,Fear,4381.67,1.8674199999999998e-05,2.6041999999999996e-06,-2.6200000000001182,True,13,4,0,us,-0.0026704408897909593,,0.25
ETH,1786716000,1786719480.0,1865.25,1865.3,1866.22,-0.0004929751,1.0256e-05,887632.7668000004,587929011.0083808,1865.4,1865.5,2550533.01157,1685619.64707,-151350.3331,-282295510.87479997,291289686.04416,17.2,3.0,12.0,-6.75e-06,1866.0,1866.93,9.32e-06,1865.86,0.0,,,,183028276596.99738,71948109765.81747,50.0,76.0,22.0,46.0,0.0,29.0,64.0,47.0,11.0,79.0,36.0,25.0,65.0,29,Fear,4377.28,1.7006e-05,9.359999999999992e-07,-1.6800000000000637,True,14,4,0,us,-0.0011245883203470086,,0.75
ETH,1786719600,1786723080.0,1881.75,1881.86,1882.53,-0.000387776,1.25e-05,903207.7363999997,588992277.4626994,1881.7,1881.8,1250749.8927699998,2472301.49079,-156463.5314,-294440310.021128,301783433.36489403,17.2,3.0,12.0,-6.75e-06,1880.72,1881.56,9.32e-06,1880.67,15.0,0.10197333333333332,0.4666666666666667,0.2,183028276596.99738,71948109765.81747,52.0,71.0,25.0,48.0,20.0,31.0,69.0,50.0,10.0,83.0,39.0,23.0,76.0,29,Fear,4388.09,1.925e-05,3.18e-06,0.19000000000005457,True,15,4,0,us,0.0088459991958183,,1.0
ETH,1786723200,1786726740.0,1884.75,1884.7,1885.6,-0.0004242681,1.25e-05,901248.6316000002,527095878.2611906,1884.7,1884.8,1665367.9095700001,1709178.97595,-156406.568,-294673050.911844,302199132.97186,17.2,3.0,12.0,6.86e-06,1884.74,1885.41,2.58e-05,1884.82,8.0,0.2300625,0.375,0.0,183028276596.99738,71948109765.81747,50.0,71.0,24.0,48.0,32.0,31.0,62.0,47.0,10.0,81.0,39.0,25.0,64.0,29,Fear,4382.21,5.64e-06,-1.33e-05,-0.6600000000000819,True,16,4,0,us,0.0015942606616181632,,0.5
ETH,1786726800,1786730280.0,1877.15,1877.3,1878.21,-0.000537746,1.0715e-05,895314.9768000002,535479291.1276104,1877.1,1877.2,806966.81052,4083210.52026,-153954.7306,-288935376.600565,299864284.520645,17.2,3.0,12.0,6.86e-06,1877.9,1878.57,2.58e-05,1877.76,17.0,0.20131176470588236,0.47058823529411764,0.11764705882352941,183028276596.99738,71948109765.81747,46.0,62.0,22.0,46.0,0.0,29.0,67.0,46.0,11.0,86.0,38.0,23.0,53.0,29,Fear,4373.89,3.8549999999999995e-06,-1.5085e-05,-1.4199999999998454,True,17,4,0,us,-0.004032365035150476,,0.5
ETH,1786730400,1786733940.0,1875.15,1875.1,1875.95,-0.0003997974,1.21277e-05,889502.4222000001,528395650.6882704,1875.1,1875.2,964954.54391,3265772.8426099997,-153534.03399999999,-287894849.17024,300059331.64682,17.2,3.0,12.0,6.86e-06,1875.05,1875.76,2.58e-05,1874.66,5.0,0.14148,0.4,0.2,183028276596.99738,71948109765.81747,50.0,66.0,26.0,50.0,30.0,32.0,68.0,50.0,15.0,84.0,40.0,19.0,54.0,29,Fear,4371.08,5.2677e-06,-1.36723e-05,-0.6099999999999,True,18,4,0,us,-0.0010654449564498902,,0.75
ETH,1786734000,1786737540.0,1880.25,1880.2,1881.1,-0.0004252831,1.11987e-05,889092.4925999998,464969936.2113107,1880.2,1880.3,1653467.2398,3047549.73441,-154235.7191,-290088319.30967,301405686.544406,17.2,3.0,12.0,6.86e-06,1879.91,1880.89,2.58e-05,1879.76,13.0,-0.049946153846153855,0.23076923076923078,0.38461538461538464,183028276596.99738,71948109765.81747,60.0,70.0,27.0,51.0,26.0,32.0,68.0,49.0,6.0,86.0,45.0,26.0,52.0,29,Fear,4372.21,4.3387e-06,-1.46013e-05,-0.6400000000001,True,19,4,0,us,0.0027197824174065577,,1.0
ETH,1786737600,1786741140.0,1879.55,1879.6,1880.42,-0.0004360728,4.0976e-06,890858.1682,467870582.9784601,1879.5,1879.6,1461862.1121799997,3216050.5983100003,-152645.8429,-286827245.30816,300138046.73924,17.2,3.0,12.0,6.86e-06,1879.49,1880.42,2.58e-05,1879.66,10.0,0.3538,0.6,0.0,183028276596.99738,71948109765.81747,69.0,76.0,29.0,52.0,31.0,29.0,69.0,53.0,12.0,87.0,41.0,31.0,53.0,29,Fear,4373.17,-2.7624e-06,-2.17024e-05,-0.8700000000001182,True,20,4,0,us,-0.000372290918760787,,0.75
ETH,1786741200,1786744740.0,1878.45,1878.4,1879.3,-0.0003831214,3.8794e-06,886153.7580000001,486540062.5297698,1878.4,1878.5,1971037.01957,2221484.13315,-151154.7549,-283708355.639936,298870218.839796,17.2,3.0,12.0,6.86e-06,1878.53,1879.44,2.58e-05,1878.41,6.0,-0.34709999999999996,0.0,0.6666666666666666,183028276596.99738,71948109765.81747,67.0,85.0,26.0,55.0,53.0,31.0,77.0,61.0,14.0,96.0,48.0,31.0,51.0,29,Fear,4377.25,-2.9806000000000007e-06,-2.19206e-05,-0.9900000000000091,True,21,4,0,us,-0.0005852464685696113,,0.25
ETH,1786744800,1786748280.0,1878.45,1878.8,1879.9,-0.0007447205,3.6489e-06,882711.7292000001,487922672.5350106,1878.4,1878.5,5607541.0205,4217722.587710001,-150455.4685,-282595926.92544,298588206.39062,17.2,3.0,12.0,6.86e-06,1878.8,1879.77,2.58e-05,1878.67,5.0,0.07775999999999998,0.4,0.4,183028276596.99738,71948109765.81747,59.0,79.0,29.0,56.0,0.0,36.0,79.0,59.0,9.0,96.0,58.0,40.0,50.0,29,Fear,4376.27,-3.2111000000000005e-06,-2.21511e-05,-1.3199999999999363,True,22,4,0,us,0.0,,0.5
ETH,1786748400,1786751940.0,1881.25,1881.2,1882.15,-0.0004516112,1.2944e-06,884997.3198000002,491127791.11868995,1881.2,1881.3,1796429.23352,1094527.2431899998,-149488.127,-281222924.44246995,298592787.24599,17.2,3.0,12.0,6.86e-06,1881.39,1882.2,2.58e-05,1881.42,7.0,0.007014285714285703,0.2857142857142857,0.2857142857142857,183028276596.99738,71948109765.81747,52.0,78.0,25.0,51.0,50.0,36.0,88.0,51.0,17.0,93.0,47.0,25.0,53.0,29,Fear,4380.4,-5.5656000000000006e-06,-2.45056e-05,-0.9500000000000455,True,23,4,0,us,0.0014905906465436658,,0.5
ETH,1786752000,1786755480.0,1881.45,1881.6,1882.67,-0.0006214578,6.3323e-06,886539.7714000001,470176522.45098984,1881.4,1881.5,3351774.1311,1237234.92055,-149190.5602,-280706048.15163803,298386344.164996,17.2,3.0,12.0,5.131e-05,1881.7,1882.41,9.74e-06,1881.68,10.0,0.008190000000000008,0.2,0.3,183029020989.35953,71883021338.37572,53.0,73.0,32.0,54.0,0.0,38.0,95.0,57.0,19.0,89.0,48.0,50.0,71.0,34,Fear,4377.49,-4.49777e-05,-3.4076999999999996e-06,-0.9600000000000364,True,0,5,1,asia,0.00010631229235880113,,1.0
ETH,1786755600,1786759140.0,1883.55,1883.5,1884.0,-0.0002123142,7.9414e-06,885678.7718000001,469252889.5461201,1883.5,1883.6,912167.4528600001,4401173.80235,-148949.7922,-280546933.6087,298811635.4243,17.2,3.0,12.0,5.131e-05,1883.35,1884.0,9.74e-06,1883.26,10.0,-0.09766000000000001,0.2,0.4,183029020989.35953,71883021338.37572,52.0,77.0,32.0,51.0,34.0,40.0,97.0,59.0,14.0,86.0,50.0,39.0,92.0,34,Fear,4375.29,-4.3368600000000004e-05,-1.7986e-06,-0.4500000000000455,True,1,5,1,asia,0.0011161604081957321,,0.75
ETH,1786759200,1786762680.0,1883.55,1883.64,1884.66,-0.0005624357,3.5549e-06,886749.2423999999,466673959.94850993,1883.5,1883.6,2338096.4933,1545581.2612,-148605.1449,-279921086.11712,298425042.02731,17.2,3.0,12.0,5.131e-05,1884.23,1884.94,9.74e-06,1884.06,7.0,0.19031428571428569,0.42857142857142855,0.0,183029020989.35953,71883021338.37572,50.0,79.0,26.0,52.0,79.0,44.0,79.0,58.0,14.0,87.0,53.0,29.0,84.0,34,Fear,4377.32,-4.77551e-05,-6.1850999999999994e-06,-1.3900000000001,True,2,5,1,asia,0.0,,0.25
ETH,1786762800,1786766340.0,1882.35,1882.3,1883.21,-0.0004301167,1.2776e-06,886129.4532,461796717.97577035,1882.3,1882.4,776431.8099799999,4978742.4615,-148271.0713,-279119721.283966,298385325.679966,17.2,3.0,12.0,5.131e-05,1881.95,1882.68,9.74e-06,1881.95,3.0,-0.12976666666666667,0.3333333333333333,0.3333333333333333,183029020989.35953,71883021338.37572,46.0,72.0,25.0,46.0,62.0,39.0,70.0,53.0,14.0,79.0,50.0,38.0,79.0,34,Fear,4379.3,-5.00324e-05,-8.4624e-06,-0.3300000000001546,True,3,5,1,asia,-0.0006370948474954119,,1.0
ETH,1786766400,1786769940.0,1883.45,1883.5,1884.4,-0.0004776056,-8.49e-08,886207.1679999998,459539206.13978976,1883.4,1883.5,1606642.4543000003,3746568.2339399997,-147999.71,-278757453.78499997,298490208.992,17.2,3.0,12.0,5.131e-05,1883.62,1884.37,9.74e-06,1883.48,7.0,0.16892857142857146,0.42857142857142855,0.14285714285714285,183029020989.35953,71883021338.37572,51.0,70.0,30.0,46.0,46.0,47.0,62.0,55.0,12.0,80.0,51.0,38.0,70.0,34,Fear,4379.23,-5.1394900000000005e-05,-9.8249e-06,-0.9199999999998454,True,4,5,1,asia,0.0005843759130874648,,0.5
ETH,1786770000,1786773540.0,1879.75,1879.8,1880.7,-0.0004785452,6.1801e-06,880371.5509999999,466033041.69365996,1879.7,1879.8,3078944.34101,1520005.98737,-148087.60940000002,-278375088.15012,298101934.1742,17.2,3.0,12.0,5.131e-05,1879.84,1880.66,9.74e-06,1879.97,5.0,0.39597999999999994,0.8,0.2,183029020989.35953,71883021338.37572,58.0,70.0,76.0,41.0,36.0,64.0,56.0,71.0,7.0,75.0,65.0,24.0,59.0,34,Fear,4377.09,-4.51299e-05,-3.5598999999999996e-06,-0.9100000000000819,True,5,5,1,asia,-0.0019644800764554438,,0.5
ETH,1786773600,1786777140.0,1881.25,1881.3,1882.22,-0.0004887845,8.1905e-06,880008.3654000001,445300954.2345702,1881.2,1881.3,2304554.27716,2035849.1227900002,-148094.1665,-278760618.632498,298549909.65237,17.2,3.0,12.0,5.131e-05,1881.38,1882.16,9.74e-06,1881.52,2.0,0.46685,1.0,0.0,183029020989.35953,71883021338.37572,53.0,67.0,53.0,33.0,38.0,57.0,48.0,65.0,8.0,69.0,54.0,30.0,58.0,34,Fear,4375.76,-4.31195e-05,-1.5494999999999993e-06,-0.9100000000000819,True,6,5,1,asia,0.0007979784545817381,,0.75
ETH,1786777200,1786780680.0,1879.35,1879.4,1880.39,-0.0005264865,9.0986e-06,880307.6730000002,409164656.0814998,1879.3,1879.4,1677335.3767400002,980851.3538999999,-148136.9193,-278421806.575769,298181300.252891,17.2,3.0,12.0,5.131e-05,1879.6,1880.4,9.74e-06,1879.53,9.0,0.1141888888888889,0.5555555555555556,0.3333333333333333,183029020989.35953,71883021338.37572,60.0,59.0,85.0,40.0,68.0,75.0,46.0,67.0,100.0,65.0,52.0,100.0,57.0,34,Fear,4379.17,-4.22114e-05,-6.414000000000003e-07,-1.050000000000182,True,7,5,1,asia,-0.0010099667774087218,,0.5
ETH,1786780800,1786784340.0,1876.75,1876.8,1877.5,-0.0003728362,3.5756e-06,871541.3602000002,393455085.87100977,1876.7,1876.8,1754600.8590699998,2027487.4514600001,-147845.6309,-277396915.54061496,296691707.392145,17.2,3.0,12.0,4.368e-05,1876.16,1877.05,3.698e-05,1876.26,6.0,-0.0022166666666666632,0.16666666666666666,0.16666666666666666,183029020989.35953,71883021338.37572,49.0,53.0,71.0,38.0,0.0,47.0,47.0,55.0,8.0,64.0,46.0,16.0,54.0,34,Fear,4377.63,-4.01044e-05,-3.34044e-05,-0.2999999999999545,True,8,5,1,europe,-0.0013834570463191476,,1.0
ETH,1786784400,1786787940.0,1879.95,1880.0,1880.68,-0.0003615713,1.25e-05,873538.8747999999,381439622.46414024,1879.9,1880.0,1805840.22831,1995022.86097,-148280.1072,-278781429.54672,297742961.5092,17.2,3.0,12.0,4.368e-05,1879.55,1880.44,3.698e-05,1879.63,11.0,0.39759999999999995,0.5454545454545454,0.0,183029020989.35953,71883021338.37572,47.0,54.0,29.0,37.0,34.0,44.0,47.0,52.0,7.0,61.0,47.0,19.0,52.0,34,Fear,4377.21,-3.118e-05,-2.4480000000000003e-05,-0.4900000000000091,True,9,5,1,europe,0.0017050752630878296,,0.75
ETH,1786788000,1786791540.0,1880.05,1880.1,1880.9,-0.0004253283,1.25e-05,875027.4218,352430296.8337399,1880.0,1880.1,4145224.25629,582086.6289700001,-148440.1728,-279069487.772444,298032737.12399197,17.2,3.0,12.0,4.368e-05,1880.24,1881.01,3.698e-05,1880.25,10.0,-0.022130000000000004,0.1,0.2,183029020989.35953,71883021338.37572,49.0,60.0,35.0,36.0,0.0,37.0,50.0,56.0,9.0,66.0,39.0,19.0,54.0,34,Fear,4377.13,-3.118e-05,-2.4480000000000003e-05,-0.9600000000000364,True,10,5,1,europe,5.319290406657906e-05,,0.75
ETH,1786791600,1786795140.0,1878.85,1878.7,1879.4,-0.0002660424,1.25e-05,875109.3554000007,342418457.7786602,1878.8,1878.9,1002010.2399599999,3710823.25364,-148474.1023,-278938295.99101,297877726.94569004,17.2,3.0,12.0,4.368e-05,1878.56,1879.49,3.698e-05,1878.51,9.0,0.11954444444444445,0.3333333333333333,0.1111111111111111,183029020989.35953,71883021338.37572,45.0,54.0,27.0,34.0,26.0,36.0,59.0,46.0,8.0,67.0,40.0,25.0,56.0,34,Fear,4376.01,-3.118e-05,-2.4480000000000003e-05,-0.6400000000001,True,11,5,1,europe,-0.0006382808967846376,,0.5
ETH,1786795200,1786798740.0,1882.25,1882.3,1883.29,-0.0005256758,1.25e-05,875427.6364000002,321764002.01511955,1882.2,1882.3,4266459.60537,430791.90739000007,-148514.2997,-279629079.19344,298582429.20306003,17.2,3.0,12.0,4.368e-05,1883.0,1883.86,3.698e-05,1883.11,3.0,0.10313333333333334,0.3333333333333333,0.0,183029020989.35953,71883021338.37572,45.0,59.0,27.0,34.0,26.0,37.0,66.0,49.0,5.0,74.0,44.0,24.0,59.0,34,Fear,4376.83,-3.118e-05,-2.4480000000000003e-05,-1.6099999999999,True,12,5,1,europe,0.0018096175852251317,,0.5
ETH,1786798800,1786802340.0,1882.55,1882.6,1883.78,-0.0006264001,3.7243e-06,883224.8511999999,319798165.74063045,1882.5,1882.6,1975750.9911699996,1625769.17271,-147580.34590000001,-277834759.19133997,298408773.62342,17.2,3.0,12.0,4.368e-05,1882.79,1883.86,3.698e-05,1882.8,11.0,0.2520272727272727,0.45454545454545453,0.09090909090909091,183029020989.35953,71883021338.37572,45.0,59.0,28.0,38.0,0.0,34.0,63.0,48.0,6.0,77.0,42.0,16.0,58.0,34,Fear,4378.26,-3.99557e-05,-3.32557e-05,-1.3099999999999454,True,13,5,1,us,0.00015938371629697912,,0.25
ETH,1786802400,1786805940.0,1883.15,1882.9,1883.6,-0.0002123593,4.3932e-06,890407.8367999998,318234050.93506896,1883.1,1883.2,101024.06053,7496709.308260001,-148005.9467,-278823947.32879,299533296.87181,17.2,3.0,12.0,4.368e-05,1882.68,1883.56,3.698e-05,1882.65,7.0,0.5175285714285714,0.7142857142857143,0.0,183029020989.35953,71883021338.37572,43.0,59.0,28.0,43.0,0.0,33.0,63.0,45.0,12.0,78.0,35.0,19.0,62.0,34,Fear,4376.74,-3.9286800000000005e-05,-3.2586800000000005e-05,-0.4099999999998545,True,14,5,1,us,0.0003187166343523451,,1.0
ETH,1786806000,1786809540.0,1884.25,1884.22,1884.94,-0.0003395334,1.25e-05,891511.1088000003,268800516.47266024,1884.2,1884.3,1028854.48377,1974984.1378100002,-147935.5745,-278740209.47290003,299616331.4985,17.2,3.0,12.0,4.368e-05,1884.09,1884.91,3.698e-05,1884.15,8.0,0.054512500000000005,0.25,0.125,183029020989.35953,71883021338.37572,40.0,57.0,25.0,40.0,23.0,33.0,67.0,45.0,8.0,84.0,34.0,21.0,78.0,34,Fear,4376.6,-3.118e-05,-2.4480000000000003e-05,-0.6600000000000819,True,15,5,1,us,0.000584127658444622,,0.25
ETH,1786809600,1786813140.0,1883.95,1883.9,1884.9,-0.0004774789,7.2447e-06,891517.3634,256656210.18927023,1883.9,1884.0,1549964.30853,2372271.71293,-147991.8579,-278782110.70896,299651617.68898,17.2,3.0,12.0,5.945e-05,1884.05,1884.98,7.122e-05,1883.99,25.0,0.03672799999999999,0.4,0.24,183029020989.35953,71883021338.37572,44.0,56.0,28.0,43.0,27.0,38.0,66.0,48.0,11.0,85.0,38.0,19.0,65.0,34,Fear,4376.74,-5.22053e-05,-6.39753e-05,-1.0299999999999727,True,16,5,1,us,-0.00015921454159473214,,0.5
ETH,1786813200,1786816740.0,1883.65,1883.7,1884.5,-0.0004245158,6.0339e-06,893038.4869999998,223504660.8440199,1883.6,1883.7,1498818.1572699999,2001173.99353,-147625.1793,-278039115.034118,299130716.094154,17.2,3.0,12.0,5.945e-05,1883.62,1884.49,7.122e-05,1883.74,0.0,,,,183029020989.35953,71883021338.37572,63.0,55.0,25.0,39.0,26.0,35.0,66.0,47.0,9.0,86.0,41.0,22.0,52.0,34,Fear,4377.0,-5.34161e-05,-6.51861e-05,-0.8399999999999181,True,17,5,1,us,-0.00015923989490163049,,0.75
ETH,1786816800,1786820340.0,1881.75,1881.7,1882.82,-0.0005417406,-1.5862e-06,893734.0619999999,210815392.39491993,1881.7,1881.8,2031029.93684,1346855.2358399997,-147749.0772,-278034213.47495997,299112372.32291996,17.2,3.0,12.0,5.945e-05,1881.97,1882.82,7.122e-05,1881.9,14.0,-0.1815,0.0,0.2857142857142857,183029020989.35953,71883021338.37572,55.0,59.0,31.0,46.0,45.0,37.0,69.0,48.0,12.0,91.0,45.0,27.0,47.0,34,Fear,4377.96,-6.10362e-05,-7.28062e-05,-1.0699999999999363,True,18,5,1,us,-0.0010086799564675841,,0.5
ETH,1786820400,1786823940.0,1883.75,1883.7,1884.6,-0.0004244933,3.2023e-06,892941.7106,188632009.71650013,1883.7,1883.8,1092114.5847,3475151.59803,-147253.3777,-277395912.91126,298999458.65614,17.2,3.0,12.0,5.945e-05,1883.67,1884.55,7.122e-05,1883.58,8.0,-0.0924375,0.125,0.375,183029020989.35953,71883021338.37572,44.0,57.0,27.0,40.0,0.0,37.0,69.0,49.0,8.0,83.0,61.0,25.0,50.0,34,Fear,4378.81,-5.62477e-05,-6.80177e-05,-0.7999999999999545,True,19,5,1,us,0.0010628404410788495,,0.5
